,X,Y,Code,Suburb,AreaKm2,Population,Density,Density_Norm,Income,Income_Norm,Earthquake,Earthquake_Norm,Hospital,Hospital_Norm,Water,Water_Norm
3947,151.4336256,-33.37589137,13962,Tumbi Umbi,13.1087,5111,389.8937347,0.018758262,4236,0.498235709,0,0,1,0.01369863,6,0.009917355
3965,151.1290385,-33.73296608,13980,Turramurra,6.0012,11922,1986.602679,0.095577874,5248,0.617266526,0,0,1,0.01369863,14,0.023140496
3967,151.14209,-33.93033453,13982,Turrella,0.6398,2512,3926.226946,0.188895559,5311,0.624676547,0,0,3,0.04109589,18,0.029752066
3991,151.1979526,-33.8802523,14006,Ultimo,0.5588,8846,15830.35075,0.76161745,4274,0.502705246,0,0,1,0.01369863,20,0.033057851
3992,151.3111296,-33.51889958,14007,Umina Beach,6.9882,16735,2394.751152,0.115214394,6313,0.742531169,0,0,2,0.02739726,15,0.024793388
4002,150.7032836,-33.41356476,14017,Upper Colo,55.7189,58,1.04093943,5.01E-05,660,0.077628793,0,0,25,0.342465753,18,0.029752066
4019,150.9166024,-33.25053924,14034,Upper Macdonald,55.6078,28,0.503526484,2.42E-05,660,0.077628793,0,0,18,0.246575342,19,0.031404959
4021,151.1212325,-33.29096139,14036,Upper Mangrove,43.7727,0,0,0,1200,0.14114326,0,0,0,0,15,0.024793388
4054,150.5844969,-33.70999133,14069,Valley Heights,2.184,1213,555.4029304,0.026721111,6062,0.713008704,0,0,0,0,18,0.029752066
4055,150.8113307,-34.00304161,14070,Varroville,7.2602,113,15.56430952,0.000748818,5450,0.641025641,0,0,4,0.054794521,3,0.004958678
4056,151.2769762,-33.85578393,14071,Vaucluse,3.0819,9333,3028.326682,0.145696484,3066,0.36062103,0,0,4,0.054794521,27,0.044628099
4059,150.9831246,-33.8839262,14074,Villawood,3.9256,6033,1536.835133,0.07393901,4355,0.512232416,0,0,1,0.01369863,4,0.00661157
4061,150.8507512,-33.6445204,14076,Vineyard,11.0127,1163,105.6053466,0.005080802,2839,0.33392143,0,0,9,0.123287671,8,0.01322314
4064,150.9741699,-33.95871423,14079,Voyager Point,1.7302,1666,962.8944631,0.046326025,5478,0.644318984,0,0,2,0.02739726,7,0.011570248
4065,151.4648703,-33.27230254,14080,Wadalba,3.8186,2832,741.6330592,0.03568087,4060,0.477534698,0,0,0,0,5,0.008264463
4069,151.3408978,-33.52354966,14084,Wagstaffe,0.3979,224,562.9555165,0.027084475,3071,0.361209127,0,0,2,0.02739726,17,0.028099174
4070,151.1144391,-33.72185728,14085,Wahroonga,9.7657,17364,1778.059944,0.085544629,4818,0.566690191,0,0,0,0,14,0.023140496
4071,151.1062337,-33.70916297,14086,Waitara,0.7617,5939,7797.032953,0.375124749,2644,0.31098565,0,0,0,0,14,0.023140496
4074,150.9097599,-33.87426748,14089,Wakeley,1.6292,4745,2912.472379,0.140122593,2968,0.349094331,0,0,0,0,3,0.004958678
4086,150.6436996,-33.88400399,14101,Wallacia,25.5343,1627,63.71821432,0.003065561,2531,0.29769466,0,0,12,0.164383562,12,0.019834711
4107,151.4433996,-33.41570678,14122,Wamberal,8.7685,6551,747.1061185,0.035944185,2691,0.316513761,0,0,2,0.02739726,10,0.016528926
4132,151.1322524,-33.8576495,14148,Wareemba,0.317,1546,4876.971609,0.234637043,5595,0.658080452,0,0,3,0.04109589,13,0.021487603
4138,151.4305276,-33.24921466,14154,Warnervale,12.7254,638,50.13594858,0.002412102,4060,0.477534698,0,0,1,0.01369863,3,0.004958678
4142,150.5993613,-33.89067373,14158,Warragamba,5.1467,1241,241.1253813,0.011600836,1393,0.163843801,0,0,10,0.136986301,16,0.026446281
4149,151.1224589,-33.72742931,14165,Warrawee,1.3376,2998,2241.327751,0.107833007,4818,0.566690191,0,0,1,0.01369863,14,0.023140496
4157,151.2951818,-33.68844561,14173,Warriewood,4.1945,7499,1787.81738,0.086014071,6516,0.766407904,0,0,1,0.01369863,31,0.051239669
4158,150.6135031,-33.72193833,14174,Warrimoo,8.5758,2450,285.6876326,0.01374478,5375,0.632204187,0,0,2,0.02739726,15,0.024793388
4161,150.9370445,-33.91275601,14177,Warwick Farm,4.6127,5883,1275.391853,0.061360655,1340,0.157609974,0,0,0,0,2,0.003305785
4165,151.4261004,-33.26725281,14181,Watanobbi,1.7419,3860,2215.971066,0.106613066,2277,0.267819337,0,0,0,0,2,0.003305785
4166,150.972995,-34.11928691,14182,Waterfall,17.5829,493,28.03860569,0.001348971,1782,0.209597742,0,0,2,0.02739726,3,0.004958678
4167,151.2072177,-33.89987593,14183,Waterloo (NSW),1.1338,14621,12895.57241,0.620421691,7368,0.866619619,0,0,1,0.01369863,22,0.036363636
4171,151.2818159,-33.84069183,14187,Watsons Bay,0.6077,847,1393.779826,0.067056445,3066,0.36062103,0,0,3,0.04109589,28,0.046280992
4176,150.9400035,-33.95347776,14192,Wattle Grove (NSW),2.5911,8959,3457.604878,0.166349581,5478,0.644318984,0,0,1,0.01369863,5,0.008264463
4178,150.4274079,-34.28320055,14194,Wattle Ridge (NSW),111.7101,3,0.026855226,1.29E-06,0,0,0,0,9,0.123287671,11,0.018181818
4184,151.2557465,-33.90137452,14200,Waverley (NSW),0.6007,4346,7234.892625,0.348079494,3780,0.44460127,0,0,0,0,26,0.042975207
4186,151.1977482,-33.8398568,14202,Waverton,0.699,3026,4329.041488,0.208275457,4793,0.563749706,0,0,1,0.01369863,19,0.031404959
4192,150.9080807,-33.35022111,14208,Webbs Creek,112.5837,48,0.426349463,2.05E-05,660,0.077628793,0,0,18,0.246575342,9,0.014876033
4193,150.8236925,-34.14126809,14209,Wedderburn (NSW),25.3761,631,24.86591714,0.00119633,5059,0.595036462,0,0,1,0.01369863,2,0.003305785
4208,151.163967,-33.45583849,14224,Wendoree Park,2.0912,132,63.12165264,0.00303686,1200,0.14114326,0,0,0,0,11,0.018181818
4211,151.0771399,-33.82768007,14227,Wentworth Point,0.5739,6996,12190.27705,0.586489072,4589,0.539755352,0,0,2,0.02739726,7,0.011570248
4212,150.9701122,-33.80719627,14228,Wentworthville,3.1011,11318,3649.672697,0.175590197,4040,0.47518231,0,0,0,0,1,0.001652893
4216,150.5798058,-33.98616041,14232,Werombi,32.0495,927,28.92400817,0.001391569,2406,0.282992237,0,0,0,0,15,0.024793388
4219,150.7526601,-33.75920335,14235,Werrington,4.5078,4027,893.3404321,0.042979696,4978,0.585509292,0,0,1,0.01369863,1,0.001652893
4220,150.7475032,-33.74705901,14236,Werrington County,2.0898,3646,1744.664561,0.083937936,4412,0.518936721,0,0,0,0,2,0.003305785
4221,150.7321722,-33.74164926,14237,Werrington Downs,1.1092,3249,2929.138118,0.140924401,4412,0.518936721,0,0,0,0,4,0.00661157
4228,151.3232024,-33.42102198,14244,West Gosford,4.7823,1337,279.5725906,0.013450578,4792,0.563632087,0,0,0,0,7,0.011570248
4230,150.8323392,-33.93387989,14246,West Hoxton,6.7081,10007,1491.778596,0.071771285,3903,0.459068454,0,0,3,0.04109589,7,0.011570248
4233,151.0333933,-33.74832257,14249,West Pennant Hills,9.2916,16377,1762.559731,0.084798895,3648,0.429075512,0,0,4,0.054794521,7,0.011570248
4234,151.1300023,-33.76426232,14250,West Pymble,3.6836,5299,1438.538386,0.069209833,4539,0.533874382,0,0,4,0.054794521,13,0.021487603
4235,151.0838417,-33.80735752,14251,West Ryde,3.566,13397,3756.870443,0.180747612,5346,0.628793225,0,0,1,0.01369863,8,0.01322314
4244,151.0714036,-33.71176675,14260,Westleigh,3.821,4457,1166.448574,0.056119261,5037,0.592448836,0,0,2,0.02739726,12,0.019834711
4245,150.986179,-33.80871064,14261,Westmead,2.9448,16311,5538.916055,0.266483996,4040,0.47518231,0,0,0,0,1,0.001652893
4248,150.8992503,-33.84270835,14264,Wetherill Park,11.2143,6126,546.26682,0.026281562,3,0.000352858,0,0,2,0.02739726,2,0.003305785
4250,150.8049464,-33.75599012,14266,Whalan,2.4294,5975,2459.455009,0.118327375,5619,0.660903317,0,0,0,0,1,0.001652893
4251,151.2810723,-33.72796778,14268,Wheeler Heights,0.852,2989,3508.215962,0.168784542,6490,0.7633498,0,0,5,0.068493151,29,0.047933884
4252,150.7203482,-33.45995184,14269,Wheeny Creek,55.4277,18,0.324747374,1.56E-05,5990,0.704540108,0,0,21,0.287671233,16,0.026446281
4271,150.845956,-33.54507737,14288,Wilberforce (NSW),32.1025,3005,93.60641695,0.004503519,5990,0.704540108,0,0,17,0.232876712,6,0.009917355
4276,151.0674505,-33.92434425,14293,Wiley Park,1.3622,10130,7436.49978,0.357779059,2513,0.295577511,0,0,2,0.02739726,13,0.021487603
4285,150.7928403,-33.72408518,14302,Willmot,0.9148,2437,2663.970267,0.128166853,5173,0.608445072,0,0,0,0,2,0.003305785
4286,151.199933,-33.80621413,14303,Willoughby (NSW),1.6277,6540,4017.939424,0.193307958,6920,0.813926135,0,0,1,0.01369863,19,0.031404959
4287,151.2062941,-33.79909313,14304,Willoughby East,0.5612,1823,3248.396294,0.156284301,6920,0.813926135,0,0,1,0.01369863,20,0.033057851
4294,150.6856516,-34.26592561,14311,Wilton (NSW),109.1432,3085,28.26561801,0.001359893,0,0,0,0,2,0.02739726,11,0.018181818
4308,150.8211816,-33.6090461,14325,Windsor (NSW),4.134,1895,458.3938075,0.022053884,4090,0.481063279,0,0,10,0.136986301,12,0.019834711
4309,150.8083037,-33.65598411,14326,Windsor Downs,7.5757,1183,156.1571868,0.007512912,4090,0.481063279,0,0,6,0.082191781,9,0.014876033
4317,150.6121764,-33.67698817,14334,Winmalee,9.0576,6205,685.0600601,0.032959074,6062,0.713008704,0,0,0,0,17,0.028099174
4318,150.9807142,-33.77657038,14335,Winston Hills,4.7387,11672,2463.122797,0.118503837,3061,0.360032933,0,0,2,0.02739726,2,0.003305785
4327,150.9797597,-33.39540181,14344,Wisemans Ferry,13.4673,223,16.55862719,0.000796656,5659,0.665608092,0,0,13,0.178082192,10,0.016528926
4336,151.1529104,-33.93147644,14353,Wolli Creek,0.6614,6395,9668.884185,0.465181791,5311,0.624676547,0,0,3,0.04109589,19,0.031404959
4342,151.195268,-33.83257093,14359,Wollstonecraft,1.2007,8323,6931.789789,0.333496847,4793,0.563749706,0,0,0,0,19,0.031404959
4346,150.9501606,-34.2771036,14363,Wombarra,1.626,868,533.8253383,0.025682987,3121,0.367090096,0,0,0,0,13,0.021487603
4351,150.8002741,-33.23590781,14368,Womerah,128.0637,0,0,0,660,0.077628793,0,0,20,0.273972603,21,0.034710744
4354,151.2385916,-33.49900592,14371,Wondabyne,24.7867,6,0.242065301,1.16E-05,1200,0.14114326,0,0,1,0.01369863,12,0.019834711
4361,150.8214625,-34.04589306,14378,Woodbine (NSW),1.1953,2738,2290.638333,0.110205399,4658,0.547871089,0,0,0,0,2,0.003305785
4364,150.8807118,-33.7563657,14381,Woodcroft (NSW),1.693,6439,3803.307738,0.182981766,6078,0.714890614,0,0,2,0.02739726,3,0.004958678
4366,150.4781412,-33.73776332,14383,Woodford (NSW),7.227,1935,267.7459527,0.012881584,3057,0.359562456,0,0,8,0.109589041,18,0.029752066
4373,150.9605461,-33.84136738,14390,Woodpark,0.3866,1524,3942.058976,0.189657257,5098,0.599623618,0,0,1,0.01369863,1,0.001652893
4387,151.2438665,-33.88700146,14404,Woollahra,1.2307,7407,6018.526042,0.289558616,1895,0.222888732,0,0,1,0.01369863,25,0.041322314
4389,151.2192998,-33.87153716,14406,Woolloomooloo,0.3722,4007,10765.71736,0.517951771,3596,0.422959304,0,0,0,0,22,0.036363636
4393,151.1396893,-34.04486938,14410,Woolooware,1.8599,3963,2130.759718,0.102513445,2110,0.2481769,0,0,1,0.01369863,21,0.034710744
4395,151.1718641,-33.84180898,14412,Woolwich,0.6987,816,1167.883212,0.056188283,2452,0.288402729,0,0,1,0.01369863,17,0.028099174
4399,150.9032185,-34.34663855,14416,Woonona,6.7994,12181,1791.481601,0.086190361,5315,0.625147024,0,0,1,0.01369863,9,0.014876033
4403,151.0413529,-34.02515115,14420,Woronora,1.8813,2199,1168.872588,0.056235883,5941,0.698776758,0,0,1,0.01369863,14,0.023140496
4404,150.9354714,-34.16352214,14421,Woronora Dam,67.9227,4,0.058890474,2.83E-06,2389,0.280992708,0,0,6,0.082191781,2,0.003305785
4405,151.0269695,-34.03443033,14422,Woronora Heights,2.5994,2859,1099.869201,0.052916046,1052,0.123735592,0,0,0,0,13,0.021487603
4408,151.2902072,-33.50394096,14425,Woy Woy,16.0096,10641,664.6637018,0.03197778,1200,0.14114326,0,0,1,0.01369863,13,0.021487603
4409,151.297552,-33.47119904,14426,Woy Woy Bay,7.7133,416,53.93281734,0.002594774,3631,0.427075982,0,0,1,0.01369863,10,0.016528926
4412,151.0449947,-33.30138688,14429,Wrights Creek (NSW),80.3622,26,0.323535194,1.56E-05,660,0.077628793,0,0,5,0.068493151,21,0.034710744
4428,151.3635164,-33.40466302,14445,Wyoming,7.1377,10137,1420.205388,0.068327811,2939,0.345683369,0,0,1,0.01369863,5,0.008264463
4429,151.4322321,-33.27674889,14446,Wyong,11.4342,4324,378.1637544,0.018193919,2277,0.267819337,0,0,0,0,2,0.003305785
4430,151.3336157,-33.25620328,14447,Wyong Creek,27.0837,437,16.13516617,0.000776282,867,0.101976006,0,0,2,0.02739726,3,0.004958678
4431,151.4867629,-33.27186547,14448,Wyongah,1.0683,2020,1890.854629,0.090971319,5674,0.667372383,0,0,0,0,8,0.01322314
4436,151.0203147,-33.90470987,14453,Yagoona,4.618,18016,3901.255955,0.187694174,5086,0.598212185,0,0,1,0.01369863,8,0.01322314
4444,150.5714074,-34.31734642,14461,Yanderra,2.7434,662,241.3064081,0.011609545,1567,0.184309574,0,0,5,0.068493151,4,0.00661157
4460,150.6451588,-33.63916407,14477,Yarramundi,32.3071,838,25.93857078,0.001247936,4,0.000470478,0,0,2,0.02739726,17,0.028099174
4468,151.0310631,-34.05481048,14485,Yarrawarrah,1.2438,2735,2198.906577,0.105792073,2094,0.246294989,0,0,0,0,11,0.018181818
4479,151.3659164,-33.46801081,14496,Yattalunga (NSW),0.7851,549,699.2739778,0.033642923,1970,0.231710186,0,0,3,0.04109589,12,0.019834711
4485,150.6339637,-33.6961891,14502,Yellow Rock (Blue Mountains - NSW),18.8096,1035,55.02509357,0.002647324,6062,0.713008704,0,0,0,0,14,0.023140496
4489,150.9682861,-33.86181272,14506,Yennora,2.7387,1619,591.1563881,0.028441254,3,0.000352858,0,0,1,0.01369863,2,0.003305785
4493,150.5587926,-34.34767298,14510,Yerrinbool,47.9095,1160,24.21231697,0.001164884,0,0,0,0,6,0.082191781,3,0.004958678
4502,151.1028018,-34.04895245,14519,Yowie Bay,1.2045,3074,2552.096306,0.122784461,4863,0.571983063,0,0,2,0.02739726,18,0.029752066
4507,151.2085752,-33.90747485,14524,Zetland,0.8048,10072,12514.91054,0.602107585,7368,0.866619619,0,0,1,0.01369863,22,0.036363636
