,X,Y,Code,Suburb,AreaKm2,Population,Density,Density_Norm,Income,Income_Norm,Earthquake,Earthquake_Norm,Hospital,Hospital_Norm,Water,Water_Norm
3072,150.9700507,-33.78798951,13081,Old Toongabbie,1.2743,3128,2454.681001,0.118097692,5841,0.68701482,0,0,1,0.01369863,1,0.001652893
3082,150.7430897,-33.99327007,13091,Oran Park,13.7439,4766,346.7720225,0.016683624,4824,0.567395907,0,0,2,0.02739726,9,0.014876033
3085,150.6018038,-34.03107949,13094,Orangeville,42.8623,1249,29.13982684,0.001401953,2406,0.282992237,0,0,3,0.04109589,14,0.023140496
3086,150.7304287,-33.80829236,13095,Orchard Hills,43.0734,1879,43.62321061,0.002098766,2531,0.29769466,0,0,4,0.054794521,4,0.00661157
3092,151.0022496,-34.20676868,13101,Otford,6.8371,368,53.8239897,0.002589538,2389,0.280992708,0,0,6,0.082191781,8,0.01322314
3094,151.33388,-33.31292722,13103,Ourimbah,87.1535,3949,45.31085958,0.002179961,1347,0.15843331,0,0,5,0.068493151,3,0.004958678
3097,151.2457383,-33.73184132,13106,Oxford Falls,6.6474,135,20.30869212,0.000977076,6928,0.81486709,0,0,6,0.082191781,25,0.041322314
3101,150.7951193,-33.77072243,13110,Oxley Park,1.2705,3110,2447.855175,0.117769293,3016,0.354740061,0,0,1,0.01369863,1,0.001652893
3103,151.0802802,-34.00379807,13112,Oyster Bay,2.1011,5488,2611.965161,0.125664824,5911,0.695248177,0,0,4,0.054794521,18,0.029752066
3106,151.2284543,-33.88373551,13115,Paddington (NSW),1.6266,12909,7936.185909,0.381819568,3445,0.405198777,0,0,0,0,23,0.038016529
3111,151.0321193,-33.95045931,13120,Padstow,5.4016,13307,2463.529325,0.118523396,4414,0.51917196,0,0,3,0.04109589,11,0.018181818
3112,151.0330116,-33.97014569,13121,Padstow Heights,1.9307,3539,1833.013933,0.088188532,4414,0.51917196,0,0,5,0.068493151,12,0.019834711
3116,151.2171851,-33.93801482,13125,Pagewood,2.1981,3802,1729.675629,0.083216801,2872,0.33780287,0,0,3,0.04109589,25,0.041322314
3123,151.3037165,-33.31840554,13133,Palm Grove (NSW),16.1131,110,6.826743457,0.000328443,1347,0.15843331,0,0,4,0.054794521,5,0.008264463
3124,151.3683279,-33.32949468,13134,Palmdale (NSW),3.0767,98,31.85230929,0.001532453,1347,0.15843331,0,0,5,0.068493151,2,0.003305785
3134,150.9970279,-33.95354374,13144,Panania,4.7507,12419,2614.141074,0.12576951,7027,0.826511409,0,0,3,0.04109589,9,0.014876033
3143,150.9163843,-33.72509681,13153,Parklea,1.0605,3471,3272.984441,0.157467267,8502,1,0,0,2,0.02739726,6,0.009917355
3146,151.0060477,-33.81403721,13156,Parramatta,5.2595,25799,4905.219127,0.235996065,7340,0.863326276,0,0,1,0.01369863,0,0
3150,151.2805088,-33.53872506,13160,Patonga,18.0987,204,11.27152779,0.000542287,6313,0.742531169,0,0,1,0.01369863,16,0.026446281
3158,151.0562035,-33.96138746,13168,Peakhurst,3.7065,10540,2843.653042,0.13681161,4928,0.579628323,0,0,4,0.054794521,14,0.023140496
3159,151.0547992,-33.97529631,13169,Peakhurst Heights,0.8727,2333,2673.312708,0.12861633,4928,0.579628323,0,0,5,0.068493151,14,0.023140496
3161,151.3055819,-33.54213251,13171,Pearl Beach,1.2572,538,427.9350939,0.020588478,6313,0.742531169,0,0,0,0,17,0.028099174
3162,151.2315535,-33.34439965,13172,Peats Ridge,28.2366,375,13.28063577,0.000638948,1200,0.14114326,0,0,0,0,3,0.004958678
3171,150.924354,-33.8200553,13181,Pemulwuy,3.7774,5015,1327.632763,0.063874029,7238,0.851329099,0,0,0,0,3,0.004958678
3172,150.9559601,-33.80400438,13182,Pendle Hill,1.9638,7247,3690.294327,0.177544554,3259,0.383321571,0,0,0,0,2,0.003305785
3173,151.0741998,-33.73840007,13183,Pennant Hills,6.1228,7286,1189.978441,0.057251312,5637,0.663020466,0,0,2,0.02739726,10,0.016528926
3174,150.6939622,-33.74536071,13184,Penrith,12.2019,13295,1089.584409,0.052421233,3218,0.378499177,0,0,0,0,7,0.011570248
3176,151.0860038,-33.96385747,13186,Penshurst (NSW),2.5163,12790,5082.859754,0.244542572,6483,0.762526464,0,0,4,0.054794521,16,0.026446281
3178,150.9783731,-33.16401071,13188,Perrys Crossing,72.027,0,0,0,660,0.077628793,0,0,11,0.150684932,28,0.046280992
3180,151.155012,-33.89460368,13190,Petersham,1.2872,8115,6304.381603,0.303311475,4576,0.5382263,0,0,2,0.02739726,17,0.028099174
3181,150.6326627,-34.26970156,13191,Pheasants Nest,32.5765,691,21.2116096,0.001020516,1567,0.184309574,0,0,7,0.095890411,9,0.014876033
3182,151.308163,-33.48783974,13192,Phegans Bay,0.5622,435,773.7459979,0.037225862,3631,0.427075982,0,0,0,0,12,0.019834711
3183,151.2324024,-33.97894803,13193,Phillip Bay,0.6262,708,1130.629192,0.054395947,5781,0.679957657,0,0,5,0.068493151,28,0.046280992
3188,151.4098738,-33.45504156,13198,Picketts Valley,2.1748,217,99.77929005,0.004800503,2003,0.235591625,0,0,2,0.02739726,12,0.019834711
3189,151.0060854,-33.97380908,13199,Picnic Point,3.8591,6161,1596.486227,0.076808896,7027,0.826511409,0,0,5,0.068493151,11,0.018181818
3190,150.6031839,-34.17074774,13200,Picton (NSW),42.2982,4815,113.8346313,0.005476723,4544,0.534462479,0,0,1,0.01369863,1,0.001652893
3216,150.8698838,-33.58221378,13226,Pitt Town,12.5983,3033,240.7467674,0.01158262,2839,0.33392143,0,0,15,0.205479452,8,0.01322314
3217,150.8460615,-33.58581608,13227,Pitt Town Bottoms,5.7256,107,18.68799776,0.000899102,2839,0.33392143,0,0,14,0.191780822,9,0.014876033
3219,150.9839355,-33.96988627,13229,Pleasure Point,1.55,527,340,0.016357814,5478,0.644318984,0,0,3,0.04109589,9,0.014876033
3220,150.8368601,-33.75183959,13230,Plumpton (NSW),2.9582,9202,3110.675411,0.149658382,5303,0.623735592,0,0,1,0.01369863,4,0.00661157
3221,151.3178982,-33.4388547,13231,Point Clare,3.3359,3731,1118.438802,0.053809453,1733,0.203834392,0,0,0,0,9,0.014876033
3222,151.3433309,-33.44070452,13232,Point Frederick,0.5956,1927,3235.392881,0.155658691,4792,0.563632087,0,0,0,0,9,0.014876033
3223,151.2520105,-33.86683538,13233,Point Piper,0.3862,1418,3671.672708,0.176648645,6102,0.717713479,0,0,3,0.04109589,25,0.041322314
3232,151.2165077,-33.976016,13243,Port Botany,1.2286,0,0,0,3,0.000352858,0,0,6,0.082191781,27,0.044628099
3233,151.1238052,-34.06756942,13244,Port Hacking,0.4066,1091,2683.226758,0.129093307,887,0.104328393,0,0,0,0,19,0.031404959
3243,151.0324812,-33.89275891,13255,Potts Hill,1.1278,890,789.1470119,0.037966824,230,0.027052458,0,0,1,0.01369863,8,0.01322314
3244,151.2254571,-33.86726867,13256,Potts Point,0.6204,9425,15191.81173,0.730896561,3596,0.422959304,0,0,1,0.01369863,23,0.038016529
3246,150.9052067,-33.86324626,13258,Prairiewood,2.1339,3242,1519.28394,0.0730946,2250,0.264643613,0,0,0,0,3,0.004958678
3248,150.8720728,-33.94164505,13260,Prestons,9.2145,15312,1661.728797,0.079947796,4500,0.529287227,0,0,0,0,3,0.004958678
3249,151.3476055,-33.52793259,13261,Pretty Beach (Central Coast - NSW),0.5288,352,665.6580938,0.032025621,3071,0.361209127,0,0,3,0.04109589,17,0.028099174
3254,150.8998004,-33.81302501,13266,Prospect (NSW),13.7758,4714,342.1942827,0.016463384,4,0.000470478,0,0,2,0.02739726,1,0.001652893
3261,151.0513992,-33.92856884,13273,Punchbowl (Canterbury-Bankstown - NSW),4.3232,20240,4681.717246,0.225243117,5018,0.590214067,0,0,1,0.01369863,12,0.019834711
3265,151.1063467,-33.8261809,13277,Putney,1.5079,4104,2721.665893,0.13094266,1144,0.134556575,0,0,0,0,10,0.016528926
3269,151.1403661,-33.74450749,13281,Pymble,6.5678,11056,1683.364292,0.080988706,4539,0.533874382,0,0,3,0.04109589,15,0.024793388
3272,151.1935307,-33.86901071,13284,Pyrmont,0.9325,12813,13740.48257,0.661071348,4274,0.502705246,0,0,1,0.01369863,20,0.033057851
3274,150.8889793,-33.72839216,13286,Quakers Hill,9.7272,27075,2783.432026,0.133914304,6291,0.739943543,0,0,2,0.02739726,6,0.009917355
3282,151.247181,-33.89947585,13294,Queens Park (NSW),0.8435,3066,3634.854772,0.174877289,3780,0.44460127,0,0,0,0,26,0.042975207
3284,151.2854237,-33.782767,13296,Queenscliff (NSW),0.4228,3377,7987.228004,0.384275265,5554,0.653258057,0,0,1,0.01369863,28,0.046280992
3291,150.8176262,-34.01845925,13303,Raby,2.6588,5945,2235.971115,0.107575293,5450,0.641025641,0,0,3,0.04109589,2,0.003305785
3297,151.140264,-33.98262869,13309,Ramsgate,0.428,1114,2602.803738,0.125224057,4320,0.508115737,0,0,0,0,22,0.036363636
3298,151.1461933,-33.98219641,13310,Ramsgate Beach,0.4028,1658,4116.186693,0.198034754,4320,0.508115737,0,0,0,0,22,0.036363636
3300,151.2410909,-33.91549474,13312,Randwick,5.3082,29990,5649.749444,0.271816325,2922,0.343683839,0,0,0,0,26,0.042975207
3316,150.6530784,-34.1523745,13328,Razorback,45.9798,1084,23.57557014,0.001134249,2648,0.311456128,0,0,2,0.02739726,4,0.00661157
3327,151.2065887,-33.89310043,13339,Redfern,1.1717,13213,11276.77733,0.542539489,4023,0.473182781,0,0,0,0,22,0.036363636
3333,151.0261438,-33.88324744,13345,Regents Park (NSW),1.9868,4926,2479.363801,0.119285211,1282,0.15078805,0,0,2,0.02739726,7,0.011570248
3334,150.6626357,-33.77163293,13346,Regentville,1.1938,809,677.6679511,0.03260343,5868,0.690190543,0,0,1,0.01369863,9,0.014876033
3343,151.0131884,-33.94637921,13355,Revesby,5.6076,14180,2528.711035,0.121659367,4284,0.50388144,0,0,2,0.02739726,9,0.014876033
3344,151.0187112,-33.9689898,13356,Revesby Heights,0.8012,1671,2085.621568,0.100341793,4284,0.50388144,0,0,4,0.054794521,11,0.018181818
3346,151.0877303,-33.82924681,13358,Rhodes,1.0061,11908,11835.80161,0.569434827,6492,0.763585039,0,0,1,0.01369863,8,0.01322314
3348,150.7574917,-33.60487186,13360,Richmond (NSW),26.8129,5481,204.4165308,0.009834728,3459,0.406845448,0,0,10,0.136986301,15,0.024793388
3350,150.7529185,-33.57903224,13362,Richmond Lowlands,7.6659,45,5.870152233,0.00028242,3459,0.406845448,0,0,12,0.164383562,15,0.024793388
3356,150.8598596,-33.67161826,13368,Riverstone,22.4647,7243,322.4169475,0.015511872,4646,0.546459657,0,0,6,0.082191781,7,0.011570248
3358,151.1601946,-33.82395726,13370,Riverview (NSW),1.3719,3354,2444.784605,0.117621564,7130,0.838626206,0,0,2,0.02739726,15,0.024793388
3359,151.0531978,-33.94622106,13371,Riverwood,3.8384,12098,3151.834098,0.151638576,2871,0.337685251,0,0,2,0.02739726,13,0.021487603
3367,151.1406389,-33.95328237,13379,Rockdale,2.4768,15535,6272.206072,0.301763471,5024,0.590919784,0,0,1,0.01369863,19,0.031404959
3376,151.4697869,-33.29340066,13388,Rocky Point (NSW),0.1268,263,2074.132492,0.09978904,5674,0.667372383,0,0,0,0,6,0.009917355
3379,151.1424554,-33.86572058,13391,Rodd Point,0.3742,1381,3690.539818,0.177556364,4787,0.56304399,0,0,3,0.04109589,15,0.024793388
3382,151.055687,-33.87420867,13394,Rookwood (NSW),3.015,0,0,0,0,0,0,0,3,0.04109589,8,0.01322314
3383,150.8428841,-33.7719919,13395,Rooty Hill,6.8075,14704,2159.970621,0.103918817,5461,0.642319454,0,0,2,0.02739726,2,0.003305785
3385,150.7771591,-33.72872149,13397,Ropes Crossing,5.503,6172,1121.570053,0.053960101,5173,0.608445072,0,0,1,0.01369863,2,0.003305785
3386,151.2689918,-33.87383703,13398,Rose Bay (NSW),2.5547,10051,3934.317141,0.189284788,3066,0.36062103,0,0,2,0.02739726,27,0.044628099
3393,151.2048112,-33.918884,13405,Rosebery (NSW),1.9279,10116,5247.160122,0.252447263,7368,0.866619619,0,0,3,0.04109589,23,0.038016529
3396,151.031732,-33.82554204,13408,Rosehill (NSW),3.6703,3807,1037.244912,0.049903116,7340,0.863326276,0,0,2,0.02739726,3,0.004958678
3397,151.075415,-33.93356104,13409,Roselands,2.7447,11573,4216.489962,0.202860466,3549,0.417431193,0,0,3,0.04109589,14,0.023140496
3398,150.7928241,-34.10413951,13410,Rosemeadow,2.9755,7860,2641.572845,0.127089286,5657,0.665372853,0,0,0,0,3,0.004958678
3400,151.1819812,-33.78313511,13412,Roseville,3.923,10085,2570.736681,0.123681272,6312,0.74241355,0,0,3,0.04109589,18,0.029752066
3401,151.199497,-33.77505003,13413,Roseville Chase,1.2645,1615,1277.184658,0.061446909,6312,0.74241355,0,0,4,0.054794521,20,0.033057851
3408,150.7726026,-33.93586759,13420,Rossmore (NSW),16.3461,2283,139.6663424,0.006719518,2180,0.256410256,0,0,8,0.109589041,5,0.008264463
3417,150.9164628,-33.67892328,13429,Rouse Hill,10.638,7967,748.9189697,0.036031404,6064,0.713243943,0,0,6,0.082191781,2,0.003305785
3421,151.0677095,-34.11146222,13433,Royal National Park,139.1565,24,0.172467689,8.30E-06,4,0.000470478,0,0,4,0.054794521,12,0.019834711
3423,151.1733396,-33.86508175,13435,Rozelle,1.8337,8726,4758.684627,0.228946112,3622,0.426017408,0,0,0,0,18,0.029752066
3431,150.841912,-34.07033406,13443,Ruse,2.5956,5583,2150.947758,0.103484716,4536,0.533521524,0,0,0,0,3,0.004958678
3432,151.2280089,-33.87477831,13444,Rushcutters Bay,0.1574,2547,16181.70267,0.778521419,3596,0.422959304,0,0,0,0,23,0.038016529
3435,151.1411088,-33.85889478,13447,Russell Lea,1.0204,5000,4900.0392,0.235746852,4787,0.56304399,0,0,3,0.04109589,14,0.023140496
3436,150.8955658,-34.35572177,13448,Russell Vale,2.2105,1544,698.4845058,0.03360494,5315,0.625147024,0,0,2,0.02739726,9,0.014876033
3441,151.0399871,-33.81261902,13453,Rydalmere,3.7996,6640,1747.552374,0.084076873,5654,0.665019995,0,0,1,0.01369863,3,0.004958678
3442,151.1119008,-33.81052423,13454,Ryde,7.0955,26501,3734.902403,0.179690702,7305,0.859209598,0,0,0,0,11,0.018181818
3446,150.8765802,-33.49424776,13458,Sackville,5.0889,302,59.34484859,0.002855153,5659,0.665608092,0,0,23,0.315068493,0,0
3447,150.9052447,-33.48525445,13459,Sackville North,13.0907,314,23.98649423,0.001154019,5659,0.665608092,0,0,24,0.328767123,2,0.003305785
3449,150.8909371,-33.91711702,13461,Sadleir,0.8992,3135,3486.432384,0.167736507,4003,0.470830393,0,0,1,0.01369863,2,0.003305785
3466,151.1405789,-33.99785614,13478,Sandringham (NSW),0.4953,1236,2495.457299,0.120059489,4320,0.508115737,0,0,1,0.01369863,23,0.038016529
3475,150.9933534,-33.97591535,13487,Sandy Point (NSW),0.3985,588,1475.53325,0.070989701,5478,0.644318984,0,0,4,0.054794521,10,0.016528926
3477,151.1341582,-33.99404251,13489,Sans Souci,3.0651,10305,3362.043653,0.161752014,4320,0.508115737,0,0,1,0.01369863,22,0.036363636
3480,151.3520675,-33.47564264,13492,Saratoga,2.3728,3944,1662.171274,0.079969084,1970,0.231710186,0,0,2,0.02739726,12,0.019834711
3488,150.9612611,-34.26392831,13500,Scarborough (NSW),2.0778,307,147.7524305,0.007108549,3121,0.367090096,0,0,0,0,12,0.019834711
3489,150.8916005,-33.60085983,13501,Scheyville,7.412,13,1.753912574,8.44E-05,2839,0.33392143,0,0,14,0.191780822,7,0.011570248
3490,150.8728159,-33.70353307,13502,Schofields,13.8752,4979,358.8416744,0.01726431,4646,0.546459657,0,0,4,0.054794521,7,0.011570248
3493,151.2911789,-33.63991726,13505,Scotland Island,0.546,579,1060.43956,0.051019038,2912,0.342507645,0,0,3,0.04109589,26,0.042975207
3496,151.2418885,-33.79209651,13509,Seaforth (NSW),3.1079,7137,2296.405933,0.110482886,5456,0.641731357,0,0,2,0.02739726,24,0.039669421
3503,151.0105755,-33.88764036,13516,Sefton,1.8148,5807,3199.801631,0.153946353,4355,0.512232416,0,0,2,0.02739726,7,0.011570248
3505,150.9386587,-33.77673593,13518,Seven Hills (NSW),9.629,19326,2007.062,0.096562197,6400,0.752764056,0,0,2,0.02739726,4,0.00661157
3510,150.8066197,-33.72758035,13523,Shalvey,1.5839,3464,2187.006755,0.105219558,5173,0.608445072,0,0,0,0,2,0.003305785
3511,150.7912651,-33.71147979,13524,Shanes Park,8.7517,407,46.50525041,0.002237424,4646,0.546459657,0,0,0,0,4,0.00661157
3522,151.4852181,-33.3699875,13535,Shelly Beach (NSW),1.1624,1312,1128.699243,0.054303095,3842,0.451893672,0,0,0,0,10,0.016528926
3531,150.5917162,-33.92875319,13544,Silverdale (NSW),48.4222,3680,75.99819917,0.003656366,1393,0.163843801,0,0,6,0.082191781,18,0.029752066
3534,151.0462548,-33.83423296,13547,Silverwater (Parramatta - NSW),2.7,4166,1542.962963,0.074233827,4589,0.539755352,0,0,1,0.01369863,5,0.008264463
3539,151.0689383,-33.47021859,13552,Singletons Mill,6.024,6,0.996015936,4.79E-05,1417,0.166666667,0,0,8,0.109589041,18,0.029752066
3545,150.7576217,-34.03709767,13558,Smeaton Grange,2.7709,17,6.135190732,0.000295171,7911,0.930486944,0,0,4,0.054794521,6,0.009917355
3546,150.9381608,-33.84852214,13559,Smithfield (NSW),8.9149,11977,1343.481138,0.064636513,0,0,0,0,1,0.01369863,0,0
3558,151.2772215,-33.37902057,13571,Somersby,79.9005,1064,13.31656247,0.000640676,1200,0.14114326,0,0,2,0.02739726,2,0.003305785
3566,151.2544737,-33.93246538,13579,South Coogee,1.1322,5500,4857.798975,0.233714624,6153,0.723712068,0,0,1,0.01369863,28,0.046280992
3570,151.0107658,-33.85823917,13583,South Granville,2.1908,5500,2510.498448,0.120783137,4790,0.563396848,0,0,2,0.02739726,4,0.00661157
3574,151.1055753,-33.97758107,13587,South Hurstville,1.0417,5145,4939.041951,0.237623322,6357,0.747706422,0,0,1,0.01369863,19,0.031404959
3579,150.9551363,-33.51130183,13592,South Maroota,34.8602,557,15.97810684,0.000768726,5659,0.665608092,0,0,20,0.273972603,7,0.011570248
3583,150.6988367,-33.77347091,13596,South Penrith,5.06,11788,2329.644269,0.112082022,4745,0.558103976,0,0,0,0,6,0.009917355
3585,151.1083695,-33.75240017,13598,South Turramurra,3.0621,3089,1008.784821,0.048533866,5248,0.617266526,0,0,3,0.04109589,12,0.019834711
3586,150.9700727,-33.82111594,13599,South Wentworthville,1.8085,6200,3428.25546,0.164937545,7144,0.840272877,0,0,0,0,2,0.003305785
3588,150.804959,-33.63008568,13601,South Windsor,8.9052,5893,661.7481921,0.031837511,4090,0.481063279,0,0,8,0.109589041,12,0.019834711
3594,151.1233752,-33.44207897,13607,Spencer,32.0259,304,9.492317156,0.000456687,1200,0.14114326,0,0,3,0.04109589,14,0.023140496
3599,150.7263094,-34.0706859,13612,Spring Farm (NSW),6.3569,4304,677.0595731,0.03257416,7911,0.930486944,0,0,0,0,8,0.01322314
3610,151.372593,-33.42819116,13623,Springfield (Central Coast - NSW),4.5856,4106,895.4117237,0.043079348,4792,0.563632087,0,0,0,0,8,0.01322314
3616,150.5758004,-33.69407473,13629,Springwood (NSW),19.3954,8474,436.9077204,0.021020162,6062,0.713008704,0,0,1,0.01369863,20,0.033057851
3617,151.0075152,-33.25178729,13630,St Albans (NSW),107.4324,161,1.498616805,7.21E-05,660,0.077628793,0,0,10,0.136986301,22,0.036363636
3618,150.8295749,-34.02242918,13631,St Andrews (NSW),2.0822,5730,2751.897032,0.132397117,5315,0.625147024,0,0,2,0.02739726,0,0
3619,150.7847,-33.79728071,13632,St Clair (Penrith - NSW),7.2035,19895,2761.851878,0.132876057,5549,0.65266996,0,0,3,0.04109589,3,0.004958678
3624,150.8136824,-34.10474169,13637,St Helens Park,5.1648,6604,1278.655514,0.061517674,5059,0.595036462,0,0,1,0.01369863,2,0.003305785
3625,151.3461591,-33.49561503,13638,St Huberts Island,0.541,1059,1957.486137,0.094177042,3071,0.361209127,0,0,2,0.02739726,14,0.023140496
3626,151.1723489,-33.7250239,13639,St Ives (NSW),14.2636,17301,1212.947643,0.058356388,5908,0.694895319,0,0,5,0.068493151,19,0.031404959
3627,151.1646042,-33.70381463,13640,St Ives Chase,3.4791,3152,905.981432,0.04358787,5908,0.694895319,0,0,4,0.054794521,19,0.031404959
3628,150.9018224,-33.88295496,13641,St Johns Park,1.9819,6118,3086.936778,0.148516287,2968,0.349094331,0,0,0,0,2,0.003305785
3629,151.1927576,-33.82279129,13642,St Leonards (NSW),0.8014,5495,6856.750686,0.329886625,2815,0.331098565,0,0,0,0,19,0.031404959
3630,150.7719559,-33.76108472,13643,St Marys (NSW),9.6958,12201,1258.379917,0.06054219,3954,0.465067043,0,0,2,0.02739726,1,0.001652893
3631,151.1762195,-33.91585253,13644,St Peters (NSW),1.7296,3146,1818.917669,0.087510344,1935,0.227593507,0,0,2,0.02739726,20,0.033057851
3636,150.9268084,-33.71591158,13649,Stanhope Gardens,2.8402,9160,3225.124991,0.15516469,8502,1,0,0,3,0.04109589,5,0.008264463
3637,151.1659807,-33.89301989,13650,Stanmore (NSW),1.218,7940,6518.883415,0.313631419,4576,0.5382263,0,0,1,0.01369863,18,0.029752066
3640,150.9814473,-34.22867577,13653,Stanwell Park,3.0362,1410,464.3962848,0.022342671,2389,0.280992708,0,0,3,0.04109589,9,0.014876033
3641,150.9743196,-34.22020568,13654,Stanwell Tops,4.6853,498,106.2898854,0.005113736,2389,0.280992708,0,0,3,0.04109589,8,0.01322314
3661,151.0818202,-33.87847718,13675,Strathfield (NSW),6.5716,25809,3927.354069,0.188949786,5880,0.691601976,0,0,4,0.054794521,10,0.016528926
3662,151.0770138,-33.89507813,13676,Strathfield South,2.5112,3542,1410.481045,0.067859961,956,0.112444131,0,0,3,0.04109589,11,0.018181818
3673,151.1371275,-33.89269796,13687,Summer Hill (Inner West - NSW),1.2031,7306,6072.645665,0.292162377,3456,0.40649259,0,0,4,0.054794521,15,0.024793388
3677,150.5969597,-33.70793419,13691,Sun Valley (NSW),2.2932,229,99.860457,0.004804408,6062,0.713008704,0,0,0,0,17,0.028099174
3685,151.2119753,-33.88561956,13699,Surry Hills,1.3164,16416,12470.37375,0.599964865,3173,0.373206304,0,0,0,0,22,0.036363636
3687,151.0568317,-34.03095387,13701,Sutherland (NSW),3.5711,10822,3030.4388,0.145798101,5625,0.661609033,0,0,2,0.02739726,15,0.024793388
3700,151.1679781,-33.91669135,13714,Sydenham (NSW),0.2704,1144,4230.769231,0.203547459,1935,0.227593507,0,0,2,0.02739726,19,0.031404959
3701,151.2096942,-33.86877992,13715,Sydney,2.9397,17252,5868.62605,0.282346745,4737,0.55716302,0,0,1,0.01369863,21,0.034710744
3702,151.0690497,-33.83985662,13716,Sydney Olympic Park,6.6285,1737,262.0502376,0.012607556,4589,0.539755352,0,0,2,0.02739726,7,0.011570248
3703,151.0997693,-34.01376768,13717,Sylvania,3.3755,10481,3105.021478,0.149386364,4411,0.518819101,0,0,2,0.02739726,19,0.031404959
3704,151.1117021,-34.01857589,13718,Sylvania Waters,1.0601,3166,2986.510707,0.143684667,4411,0.518819101,0,0,1,0.01369863,20,0.033057851
3710,151.4581782,-33.28527113,13724,Tacoma,2.1768,631,289.8750459,0.013946241,2277,0.267819337,0,0,0,0,5,0.008264463
3711,151.4557412,-33.29385207,13725,Tacoma South,1.485,250,168.3501684,0.008099532,1422,0.167254764,0,0,0,0,5,0.008264463
3713,150.5907836,-34.2288396,13727,Tahmoor,16.9782,5068,298.50043,0.014361219,4544,0.534462479,0,0,4,0.054794521,4,0.00661157
3727,151.270489,-33.89868589,13741,Tamarama,0.3001,1622,5404.865045,0.260034639,4247,0.499529522,0,0,0,0,28,0.046280992
3752,151.1234458,-34.01959656,13766,Taren Point,1.3586,1734,1276.313852,0.061405014,4411,0.518819101,0,0,0,0,21,0.034710744
3755,150.8793249,-34.37632111,13769,Tarrawanna,2.5083,2072,826.0574891,0.039742632,4123,0.484944719,0,0,3,0.04109589,9,0.014876033
3758,151.3137468,-33.45017245,13772,Tascott,2.1292,1603,752.8649258,0.036221248,1733,0.203834392,0,0,0,0,9,0.014876033
3768,151.040596,-33.79394624,13782,Telopea,1.5106,5432,3595.92215,0.173004193,4667,0.548929664,0,0,0,0,4,0.00661157
3771,151.1632154,-33.92507442,13785,Tempe,1.8539,3556,1918.118561,0.09228302,1935,0.227593507,0,0,3,0.04109589,19,0.031404959
3772,151.0859345,-33.32400446,13786,Ten Mile Hollow,4.6012,0,0,0,660,0.077628793,0,0,0,0,17,0.028099174
3775,150.7374554,-33.53299346,13789,Tennyson (NSW),8.7031,387,44.46691409,0.002139357,5990,0.704540108,0,0,15,0.205479452,14,0.023140496
3776,151.1168163,-33.83172239,13790,Tennyson Point,0.4491,1215,2705.410822,0.130160609,3817,0.448953187,0,0,0,0,11,0.018181818
3790,151.2198718,-33.68936796,13804,Terrey Hills,8.4468,3035,359.3076668,0.017286729,977,0.114914138,0,0,8,0.109589041,25,0.041322314
3791,151.4267457,-33.44308726,13805,Terrigal,8.6908,11349,1305.863672,0.062826691,3704,0.435662197,0,0,2,0.02739726,12,0.019834711
3803,150.5403214,-33.55759593,13817,The Devils Wilderness,107.4684,0,0,0,4,0.000470478,0,0,13,0.178082192,25,0.041322314
3804,151.4956936,-33.34495309,13818,The Entrance,1.6549,4004,2419.48154,0.116404203,3842,0.451893672,0,0,0,0,10,0.016528926
3805,151.5064309,-33.33142988,13819,The Entrance North,1.018,1472,1445.972495,0.069567497,3842,0.451893672,0,0,0,0,11,0.018181818
3817,150.5634196,-34.08870074,13831,The Oaks,38.9165,2524,64.85680881,0.00312034,2406,0.282992237,0,0,1,0.01369863,10,0.016528926
3821,150.9053635,-33.70544124,13835,The Ponds,4.6535,11732,2521.113141,0.121293823,8502,1,0,0,4,0.054794521,5,0.008264463
3826,151.2081402,-33.85954271,13840,The Rocks (Sydney - NSW),0.2042,775,3795.298727,0.182596443,4737,0.55716302,0,0,1,0.01369863,21,0.034710744
3828,150.7056186,-33.53238412,13842,The Slopes,3.5039,332,94.75156254,0.004558613,5990,0.704540108,0,0,14,0.191780822,18,0.029752066
3831,150.6359649,-33.99142273,13845,Theresa Park,16.8495,535,31.75168403,0.001527612,2406,0.282992237,0,0,1,0.01369863,17,0.028099174
3833,150.5535381,-34.20546174,13847,Thirlmere,32.8286,4043,123.1548101,0.005925128,4544,0.534462479,0,0,2,0.02739726,1,0.001652893
3834,150.9134714,-34.31437634,13848,Thirroul,4.8707,6084,1249.101772,0.060095807,3121,0.367090096,0,0,1,0.01369863,9,0.014876033
3836,151.0819723,-33.7237738,13850,Thornleigh,3.87,8467,2187.855297,0.105260382,5037,0.592448836,0,0,1,0.01369863,11,0.018181818
3893,150.9486036,-33.79032525,13907,Toongabbie (NSW),4.7334,14333,3028.055943,0.145683458,6400,0.752764056,0,0,0,0,3,0.004958678
3902,151.4970579,-33.36267726,13916,Toowoon Bay,0.55,526,956.3636364,0.046011819,3842,0.451893672,0,0,0,0,11,0.018181818
3915,150.9050032,-34.38427254,13929,Towradgi,1.4276,3126,2189.688989,0.105348603,5503,0.647259468,0,0,3,0.04109589,12,0.019834711
3920,150.792943,-33.74562079,13934,Tregear,1.6417,3883,2365.231163,0.113794151,5173,0.608445072,0,0,0,0,0,0
3936,151.4277701,-33.30707691,13950,Tuggerah,9.3273,925,99.17124999,0.00477125,1422,0.167254764,0,0,1,0.01369863,3,0.004958678
